bartels_rotation_number,rigidity_min GV,rigidity_max GV,antiproton_flux m^-2sr^-1s^-1GV^-1,antiproton_flux_error_statistical m^-2sr^-1s^-1GV^-1, antiproton_flux_error_systematic_timedependent m^-2sr^-1s^-1GV^-1,antiproton_flux_error_systematic_total m^-2sr^-1s^-1GV^-1
2483,4.02,4.88,1.25E-2,0.06E-2,0.02E-2,0.06E-2
2483,4.88,5.90,1.13E-2,0.05E-2,0.01E-2,0.05E-2
2483,5.90,7.09,9.67E-3,0.36E-3,0.18E-3,0.44E-3
2483,7.09,8.48,6.64E-3,0.24E-3,0.07E-3,0.27E-3
2483,8.48,11.00,4.36E-3,0.14E-3,0.04E-3,0.17E-3
2483,11.00,16.60,1.91E-3,0.06E-3,0.01E-3,0.07E-3
2483,16.60,22.80,8.48E-4,0.31E-4,0.11E-4,0.29E-4
2483,22.80,41.90,2.37E-4,0.08E-4,0.03E-4,0.08E-4
2484,1.00,1.92,6.63E-3,1.25E-3,0.34E-3,0.63E-3
2484,1.92,2.97,1.15E-2,0.13E-2,0.05E-2,0.09E-2
2484,2.97,4.02,1.58E-2,0.12E-2,0.02E-2,0.08E-2
2484,4.02,4.88,1.26E-2,0.06E-2,0.01E-2,0.06E-2
2484,4.88,5.90,1.10E-2,0.05E-2,0.01E-2,0.05E-2
2484,5.90,7.09,9.29E-3,0.36E-3,0.15E-3,0.41E-3
2484,7.09,8.48,6.25E-3,0.24E-3,0.10E-3,0.27E-3
2484,8.48,11.00,4.33E-3,0.14E-3,0.05E-3,0.17E-3
2484,11.00,16.60,2.04E-3,0.06E-3,0.03E-3,0.08E-3
2484,16.60,22.80,8.50E-4,0.32E-4,0.17E-4,0.32E-4
2484,22.80,41.90,2.47E-4,0.08E-4,0.05E-4,0.09E-4
2485,1.00,1.92,1.01E-2,0.15E-2,0.05E-2,0.09E-2
2485,1.92,2.97,1.22E-2,0.12E-2,0.05E-2,0.10E-2
2485,2.97,4.02,1.43E-2,0.11E-2,0.02E-2,0.07E-2
2485,4.02,4.88,1.18E-2,0.06E-2,0.01E-2,0.05E-2
2485,4.88,5.90,1.16E-2,0.05E-2,0.01E-2,0.05E-2
2485,5.90,7.09,9.35E-3,0.36E-3,0.18E-3,0.43E-3
2485,7.09,8.48,6.43E-3,0.24E-3,0.10E-3,0.27E-3
2485,8.48,11.00,4.34E-3,0.14E-3,0.04E-3,0.17E-3
2485,11.00,16.60,1.96E-3,0.06E-3,0.02E-3,0.07E-3
2485,16.60,22.80,9.03E-4,0.33E-4,0.18E-4,0.34E-4
2485,22.80,41.90,2.32E-4,0.08E-4,0.03E-4,0.07E-4
2486,1.00,1.92,5.21E-3,1.05E-3,0.27E-3,0.49E-3
2486,1.92,2.97,1.33E-2,0.12E-2,0.06E-2,0.11E-2
2486,2.97,4.02,1.36E-2,0.11E-2,0.03E-2,0.07E-2
2486,4.02,4.88,1.17E-2,0.06E-2,0.01E-2,0.05E-2
2486,4.88,5.90,1.15E-2,0.05E-2,0.01E-2,0.05E-2
2486,5.90,7.09,8.67E-3,0.34E-3,0.17E-3,0.40E-3
2486,7.09,8.48,6.56E-3,0.25E-3,0.13E-3,0.29E-3
2486,8.48,11.00,4.24E-3,0.14E-3,0.03E-3,0.16E-3
2486,11.00,16.60,2.05E-3,0.06E-3,0.03E-3,0.08E-3
2486,16.60,22.80,9.26E-4,0.34E-4,0.14E-4,0.33E-4
2486,22.80,41.90,2.47E-4,0.08E-4,0.04E-4,0.08E-4
2487,1.00,1.92,7.98E-3,1.13E-3,0.39E-3,0.75E-3
2487,1.92,2.97,1.28E-2,0.11E-2,0.05E-2,0.10E-2
2487,2.97,4.02,1.50E-2,0.11E-2,0.02E-2,0.08E-2
2487,4.02,4.88,1.32E-2,0.06E-2,0.01E-2,0.06E-2
2487,4.88,5.90,1.19E-2,0.05E-2,0.01E-2,0.05E-2
2487,5.90,7.09,8.87E-3,0.34E-3,0.18E-3,0.41E-3
2487,7.09,8.48,6.08E-3,0.22E-3,0.09E-3,0.26E-3
2487,8.48,11.00,4.62E-3,0.14E-3,0.03E-3,0.18E-3
2487,11.00,16.60,2.02E-3,0.05E-3,0.02E-3,0.07E-3
2487,16.60,22.80,8.85E-4,0.31E-4,0.13E-4,0.31E-4
2487,22.80,41.90,2.41E-4,0.07E-4,0.03E-4,0.08E-4
2488,1.00,1.92,7.62E-3,1.24E-3,0.39E-3,0.72E-3
2488,1.92,2.97,1.20E-2,0.12E-2,0.05E-2,0.10E-2
2488,2.97,4.02,1.39E-2,0.12E-2,0.03E-2,0.07E-2
2488,4.02,4.88,1.39E-2,0.06E-2,0.01E-2,0.06E-2
2488,4.88,5.90,1.28E-2,0.05E-2,0.01E-2,0.06E-2
2488,5.90,7.09,9.59E-3,0.36E-3,0.16E-3,0.43E-3
2488,7.09,8.48,6.40E-3,0.24E-3,0.08E-3,0.27E-3
2488,8.48,11.00,4.18E-3,0.14E-3,0.05E-3,0.16E-3
2488,11.00,16.60,2.07E-3,0.06E-3,0.02E-3,0.08E-3
2488,16.60,22.80,7.89E-4,0.30E-4,0.10E-4,0.27E-4
2488,22.80,41.90,2.42E-4,0.08E-4,0.03E-4,0.08E-4
2489,1.00,1.92,7.72E-3,1.18E-3,0.38E-3,0.72E-3
2489,1.92,2.97,1.36E-2,0.12E-2,0.06E-2,0.11E-2
2489,2.97,4.02,1.31E-2,0.11E-2,0.03E-2,0.07E-2
2489,4.02,4.88,1.29E-2,0.06E-2,0.01E-2,0.06E-2
2489,4.88,5.90,1.13E-2,0.05E-2,0.01E-2,0.05E-2
2489,5.90,7.09,1.04E-2,0.04E-2,0.01E-2,0.04E-2
2489,7.09,8.48,6.88E-3,0.25E-3,0.10E-3,0.29E-3
2489,8.48,11.00,4.20E-3,0.13E-3,0.05E-3,0.17E-3
2489,11.00,16.60,2.14E-3,0.06E-3,0.02E-3,0.08E-3
2489,16.60,22.80,7.90E-4,0.30E-4,0.09E-4,0.27E-4
2489,22.80,41.90,2.42E-4,0.08E-4,0.04E-4,0.08E-4
2490,1.00,1.92,8.53E-3,1.33E-3,0.42E-3,0.80E-3
2490,1.92,2.97,1.46E-2,0.12E-2,0.06E-2,0.12E-2
2490,2.97,4.02,1.39E-2,0.13E-2,0.03E-2,0.08E-2
2490,4.02,4.88,1.40E-2,0.06E-2,0.02E-2,0.07E-2
2490,4.88,5.90,1.19E-2,0.05E-2,0.01E-2,0.05E-2
2490,5.90,7.09,9.99E-3,0.38E-3,0.21E-3,0.46E-3
2490,7.09,8.48,6.95E-3,0.26E-3,0.09E-3,0.29E-3
2490,8.48,11.00,4.31E-3,0.14E-3,0.04E-3,0.17E-3
2490,11.00,16.60,2.10E-3,0.06E-3,0.03E-3,0.08E-3
2490,16.60,22.80,9.03E-4,0.33E-4,0.21E-4,0.36E-4
2490,22.80,41.90,2.47E-4,0.08E-4,0.03E-4,0.08E-4
2491,1.00,1.92,9.49E-3,1.41E-3,0.46E-3,0.89E-3
2491,1.92,2.97,1.38E-2,0.12E-2,0.06E-2,0.11E-2
2491,2.97,4.02,1.38E-2,0.12E-2,0.03E-2,0.07E-2
2491,4.02,4.88,1.31E-2,0.06E-2,0.01E-2,0.06E-2
2491,4.88,5.90,1.18E-2,0.05E-2,0.01E-2,0.05E-2
2491,5.90,7.09,9.82E-3,0.36E-3,0.18E-3,0.44E-3
2491,7.09,8.48,6.11E-3,0.24E-3,0.11E-3,0.26E-3
2491,8.48,11.00,4.09E-3,0.13E-3,0.04E-3,0.16E-3
2491,11.00,16.60,2.17E-3,0.06E-3,0.03E-3,0.08E-3
2491,16.60,22.80,8.35E-4,0.31E-4,0.07E-4,0.28E-4
2491,22.80,41.90,2.53E-4,0.08E-4,0.05E-4,0.09E-4
2492,1.00,1.92,6.96E-3,1.19E-3,0.35E-3,0.66E-3
2492,1.92,2.97,1.48E-2,0.12E-2,0.06E-2,0.12E-2
2492,2.97,4.02,1.39E-2,0.12E-2,0.03E-2,0.07E-2
2492,4.02,4.88,1.29E-2,0.06E-2,0.01E-2,0.06E-2
2492,4.88,5.90,1.18E-2,0.05E-2,0.01E-2,0.05E-2
2492,5.90,7.09,9.35E-3,0.35E-3,0.19E-3,0.43E-3
2492,7.09,8.48,6.57E-3,0.24E-3,0.07E-3,0.27E-3
2492,8.48,11.00,4.53E-3,0.14E-3,0.05E-3,0.18E-3
2492,11.00,16.60,1.93E-3,0.06E-3,0.02E-3,0.07E-3
2492,16.60,22.80,8.50E-4,0.32E-4,0.09E-4,0.29E-4
2492,22.80,41.90,2.42E-4,0.08E-4,0.04E-4,0.08E-4
2493,1.00,1.92,7.96E-3,1.38E-3,0.38E-3,0.74E-3
2493,1.92,2.97,1.41E-2,0.13E-2,0.06E-2,0.11E-2
2493,2.97,4.02,1.54E-2,0.14E-2,0.03E-2,0.08E-2
2493,4.02,4.88,1.30E-2,0.06E-2,0.01E-2,0.06E-2
2493,4.88,5.90,1.16E-2,0.05E-2,0.01E-2,0.05E-2
2493,5.90,7.09,8.96E-3,0.35E-3,0.19E-3,0.41E-3
2493,7.09,8.48,6.62E-3,0.25E-3,0.08E-3,0.27E-3
2493,8.48,11.00,4.38E-3,0.14E-3,0.07E-3,0.18E-3
2493,11.00,16.60,2.03E-3,0.06E-3,0.02E-3,0.07E-3
2493,16.60,22.80,8.44E-4,0.32E-4,0.18E-4,0.32E-4
2493,22.80,41.90,2.36E-4,0.08E-4,0.04E-4,0.08E-4
2494,1.00,1.92,1.14E-2,0.15E-2,0.06E-2,0.11E-2
2494,1.92,2.97,1.43E-2,0.12E-2,0.06E-2,0.11E-2
2494,2.97,4.02,1.55E-2,0.12E-2,0.03E-2,0.08E-2
2494,4.02,4.88,1.30E-2,0.06E-2,0.01E-2,0.06E-2
2494,4.88,5.90,1.30E-2,0.05E-2,0.01E-2,0.06E-2
2494,5.90,7.09,9.06E-3,0.35E-3,0.16E-3,0.41E-3
2494,7.09,8.48,6.70E-3,0.24E-3,0.09E-3,0.28E-3
2494,8.48,11.00,4.27E-3,0.13E-3,0.03E-3,0.16E-3
2494,11.00,16.60,2.16E-3,0.06E-3,0.03E-3,0.08E-3
2494,16.60,22.80,9.34E-4,0.33E-4,0.18E-4,0.35E-4
2494,22.80,41.90,2.48E-4,0.08E-4,0.04E-4,0.08E-4
2495,1.00,1.92,8.42E-3,1.32E-3,0.44E-3,0.81E-3
2495,1.92,2.97,1.44E-2,0.12E-2,0.06E-2,0.11E-2
2495,2.97,4.02,1.63E-2,0.12E-2,0.02E-2,0.08E-2
2495,4.02,4.88,1.34E-2,0.06E-2,0.01E-2,0.06E-2
2495,4.88,5.90,1.25E-2,0.05E-2,0.01E-2,0.05E-2
2495,5.90,7.09,9.65E-3,0.35E-3,0.16E-3,0.43E-3
2495,7.09,8.48,6.41E-3,0.24E-3,0.09E-3,0.27E-3
2495,8.48,11.00,4.18E-3,0.13E-3,0.06E-3,0.17E-3
2495,11.00,16.60,2.06E-3,0.06E-3,0.02E-3,0.08E-3
2495,16.60,22.80,8.68E-4,0.31E-4,0.13E-4,0.31E-4
2495,22.80,41.90,2.31E-4,0.07E-4,0.03E-4,0.07E-4
2496,1.00,1.92,8.63E-3,1.36E-3,0.41E-3,0.80E-3
2496,1.92,2.97,1.41E-2,0.13E-2,0.06E-2,0.11E-2
2496,2.97,4.02,1.53E-2,0.12E-2,0.03E-2,0.08E-2
2496,4.02,4.88,1.34E-2,0.06E-2,0.02E-2,0.06E-2
2496,4.88,5.90,1.14E-2,0.05E-2,0.01E-2,0.05E-2
2496,5.90,7.09,9.27E-3,0.35E-3,0.18E-3,0.42E-3
2496,7.09,8.48,6.53E-3,0.25E-3,0.09E-3,0.28E-3
2496,8.48,11.00,4.35E-3,0.14E-3,0.05E-3,0.17E-3
2496,11.00,16.60,1.98E-3,0.06E-3,0.02E-3,0.07E-3
2496,16.60,22.80,7.99E-4,0.31E-4,0.14E-4,0.29E-4
2496,22.80,41.90,2.46E-4,0.08E-4,0.04E-4,0.08E-4
2497,1.00,1.92,8.58E-3,1.32E-3,0.41E-3,0.80E-3
2497,1.92,2.97,1.54E-2,0.13E-2,0.07E-2,0.12E-2
2497,2.97,4.02,1.70E-2,0.12E-2,0.03E-2,0.09E-2
2497,4.02,4.88,1.31E-2,0.06E-2,0.01E-2,0.06E-2
2497,4.88,5.90,1.20E-2,0.05E-2,0.01E-2,0.05E-2
2497,5.90,7.09,1.01E-2,0.04E-2,0.02E-2,0.04E-2
2497,7.09,8.48,6.77E-3,0.25E-3,0.08E-3,0.28E-3
2497,8.48,11.00,4.23E-3,0.14E-3,0.04E-3,0.17E-3
2497,11.00,16.60,1.97E-3,0.06E-3,0.03E-3,0.07E-3
2497,16.60,22.80,8.55E-4,0.31E-4,0.10E-4,0.29E-4
2497,22.80,41.90,2.55E-4,0.08E-4,0.03E-4,0.08E-4
2498,1.00,1.92,1.06E-2,0.16E-2,0.05E-2,0.10E-2
2498,1.92,2.97,1.57E-2,0.14E-2,0.07E-2,0.12E-2
2498,2.97,4.02,1.38E-2,0.12E-2,0.02E-2,0.07E-2
2498,4.02,4.88,1.42E-2,0.06E-2,0.01E-2,0.07E-2
2498,4.88,5.90,1.25E-2,0.05E-2,0.01E-2,0.05E-2
2498,5.90,7.09,9.01E-3,0.35E-3,0.16E-3,0.41E-3
2498,7.09,8.48,7.18E-3,0.26E-3,0.10E-3,0.30E-3
2498,8.48,11.00,4.39E-3,0.14E-3,0.06E-3,0.18E-3
2498,11.00,16.60,2.10E-3,0.06E-3,0.02E-3,0.08E-3
2498,16.60,22.80,8.39E-4,0.31E-4,0.11E-4,0.29E-4
2498,22.80,41.90,2.44E-4,0.08E-4,0.03E-4,0.08E-4
2499,1.00,1.92,9.72E-3,1.63E-3,0.46E-3,0.91E-3
2499,1.92,2.97,1.74E-2,0.15E-2,0.07E-2,0.14E-2
2499,2.97,4.02,1.51E-2,0.14E-2,0.03E-2,0.08E-2
2499,4.02,4.88,1.22E-2,0.06E-2,0.02E-2,0.06E-2
2499,4.88,5.90,1.27E-2,0.05E-2,0.01E-2,0.06E-2
2499,5.90,7.09,8.77E-3,0.36E-3,0.19E-3,0.41E-3
2499,7.09,8.48,6.65E-3,0.25E-3,0.09E-3,0.28E-3
2499,8.48,11.00,4.61E-3,0.15E-3,0.06E-3,0.18E-3
2499,11.00,16.60,2.12E-3,0.06E-3,0.03E-3,0.08E-3
2499,16.60,22.80,8.32E-4,0.32E-4,0.19E-4,0.33E-4
2499,22.80,41.90,2.56E-4,0.08E-4,0.04E-4,0.09E-4
2500,1.00,1.92,7.46E-3,1.40E-3,0.40E-3,0.72E-3
2500,1.92,2.97,1.29E-2,0.12E-2,0.06E-2,0.10E-2
2500,2.97,4.02,1.73E-2,0.14E-2,0.03E-2,0.09E-2
2500,4.02,4.88,1.38E-2,0.06E-2,0.01E-2,0.06E-2
2500,4.88,5.90,1.29E-2,0.05E-2,0.01E-2,0.06E-2
2500,5.90,7.09,9.59E-3,0.36E-3,0.17E-3,0.43E-3
2500,7.09,8.48,7.15E-3,0.26E-3,0.08E-3,0.29E-3
2500,8.48,11.00,4.43E-3,0.14E-3,0.05E-3,0.17E-3
2500,11.00,16.60,2.13E-3,0.06E-3,0.03E-3,0.08E-3
2500,16.60,22.80,8.80E-4,0.33E-4,0.17E-4,0.33E-4
2500,22.80,41.90,2.43E-4,0.08E-4,0.03E-4,0.08E-4
2501,1.00,1.92,9.29E-3,1.48E-3,0.47E-3,0.88E-3
2501,1.92,2.97,1.43E-2,0.13E-2,0.06E-2,0.11E-2
2501,2.97,4.02,1.58E-2,0.15E-2,0.04E-2,0.09E-2
2501,4.02,4.88,1.48E-2,0.06E-2,0.01E-2,0.07E-2
2501,4.88,5.90,1.25E-2,0.05E-2,0.01E-2,0.05E-2
2501,5.90,7.09,9.64E-3,0.35E-3,0.13E-3,0.42E-3
2501,7.09,8.48,7.81E-3,0.27E-3,0.08E-3,0.32E-3
2501,8.48,11.00,4.28E-3,0.14E-3,0.04E-3,0.17E-3
2501,11.00,16.60,2.18E-3,0.06E-3,0.03E-3,0.08E-3
2501,16.60,22.80,8.50E-4,0.31E-4,0.09E-4,0.29E-4
2501,22.80,41.90,2.67E-4,0.08E-4,0.04E-4,0.09E-4
2502,1.00,1.92,7.49E-3,1.31E-3,0.37E-3,0.71E-3
2502,1.92,2.97,1.54E-2,0.13E-2,0.07E-2,0.12E-2
2502,2.97,4.02,1.81E-2,0.15E-2,0.03E-2,0.09E-2
2502,4.02,4.88,1.36E-2,0.06E-2,0.01E-2,0.06E-2
2502,4.88,5.90,1.23E-2,0.05E-2,0.01E-2,0.05E-2
2502,5.90,7.09,1.00E-2,0.04E-2,0.02E-2,0.04E-2
2502,7.09,8.48,7.13E-3,0.26E-3,0.15E-3,0.32E-3
2502,8.48,11.00,5.04E-3,0.15E-3,0.07E-3,0.20E-3
2502,11.00,16.60,2.14E-3,0.06E-3,0.02E-3,0.08E-3
2502,16.60,22.80,8.12E-4,0.30E-4,0.15E-4,0.30E-4
2502,22.80,41.90,2.40E-4,0.08E-4,0.04E-4,0.08E-4
2503,1.00,1.92,9.29E-3,1.42E-3,0.46E-3,0.87E-3
2503,1.92,2.97,1.49E-2,0.13E-2,0.07E-2,0.12E-2
2503,2.97,4.02,1.67E-2,0.14E-2,0.03E-2,0.09E-2
2503,4.02,4.88,1.32E-2,0.06E-2,0.01E-2,0.06E-2
2503,4.88,5.90,1.23E-2,0.05E-2,0.01E-2,0.05E-2
2503,5.90,7.09,1.08E-2,0.04E-2,0.01E-2,0.05E-2
2503,7.09,8.48,6.76E-3,0.25E-3,0.10E-3,0.29E-3
2503,8.48,11.00,4.27E-3,0.13E-3,0.04E-3,0.17E-3
2503,11.00,16.60,2.11E-3,0.06E-3,0.02E-3,0.08E-3
2503,16.60,22.80,9.10E-4,0.32E-4,0.13E-4,0.32E-4
2503,22.80,41.90,2.57E-4,0.08E-4,0.04E-4,0.09E-4
2504,1.00,1.92,6.53E-3,1.44E-3,0.33E-3,0.62E-3
2504,1.92,2.97,1.49E-2,0.15E-2,0.06E-2,0.12E-2
2504,2.97,4.02,1.73E-2,0.15E-2,0.03E-2,0.09E-2
2504,4.02,4.88,1.39E-2,0.07E-2,0.02E-2,0.06E-2
2504,4.88,5.90,1.19E-2,0.05E-2,0.01E-2,0.05E-2
2504,5.90,7.09,1.03E-2,0.04E-2,0.02E-2,0.05E-2
2504,7.09,8.48,7.26E-3,0.29E-3,0.12E-3,0.31E-3
2504,8.48,11.00,4.69E-3,0.16E-3,0.05E-3,0.18E-3
2504,11.00,16.60,2.22E-3,0.07E-3,0.02E-3,0.08E-3
2504,16.60,22.80,8.59E-4,0.34E-4,0.17E-4,0.32E-4
2504,22.80,41.90,2.37E-4,0.08E-4,0.04E-4,0.08E-4
2505,1.00,1.92,9.14E-3,1.63E-3,0.45E-3,0.86E-3
2505,1.92,2.97,1.45E-2,0.14E-2,0.06E-2,0.12E-2
2505,2.97,4.02,1.51E-2,0.14E-2,0.03E-2,0.08E-2
2505,4.02,4.88,1.52E-2,0.07E-2,0.01E-2,0.07E-2
2505,4.88,5.90,1.29E-2,0.05E-2,0.01E-2,0.06E-2
2505,5.90,7.09,1.04E-2,0.04E-2,0.01E-2,0.04E-2
2505,7.09,8.48,6.55E-3,0.25E-3,0.09E-3,0.28E-3
2505,8.48,11.00,4.52E-3,0.14E-3,0.04E-3,0.18E-3
2505,11.00,16.60,2.16E-3,0.06E-3,0.03E-3,0.08E-3
2505,16.60,22.80,8.42E-4,0.31E-4,0.18E-4,0.32E-4
2505,22.80,41.90,2.47E-4,0.08E-4,0.04E-4,0.08E-4
2506,1.00,1.92,8.10E-3,1.48E-3,0.39E-3,0.76E-3
2506,1.92,2.97,1.47E-2,0.14E-2,0.06E-2,0.12E-2
2506,2.97,4.02,1.36E-2,0.14E-2,0.03E-2,0.07E-2
2506,4.02,4.88,1.43E-2,0.07E-2,0.02E-2,0.07E-2
2506,4.88,5.90,1.27E-2,0.05E-2,0.01E-2,0.06E-2
2506,5.90,7.09,1.02E-2,0.04E-2,0.01E-2,0.04E-2
2506,7.09,8.48,7.14E-3,0.26E-3,0.10E-3,0.30E-3
2506,8.48,11.00,4.47E-3,0.14E-3,0.06E-3,0.18E-3
2506,11.00,16.60,2.09E-3,0.06E-3,0.02E-3,0.08E-3
2506,16.60,22.80,8.90E-4,0.33E-4,0.14E-4,0.32E-4
2506,22.80,41.90,2.55E-4,0.08E-4,0.03E-4,0.08E-4
2507,1.00,1.92,1.07E-2,0.18E-2,0.05E-2,0.10E-2
2507,1.92,2.97,1.51E-2,0.15E-2,0.07E-2,0.12E-2
2507,2.97,4.02,1.53E-2,0.15E-2,0.04E-2,0.09E-2
2507,4.02,4.88,1.44E-2,0.07E-2,0.01E-2,0.07E-2
2507,4.88,5.90,1.31E-2,0.05E-2,0.01E-2,0.06E-2
2507,5.90,7.09,9.97E-3,0.39E-3,0.19E-3,0.45E-3
2507,7.09,8.48,6.74E-3,0.26E-3,0.08E-3,0.28E-3
2507,8.48,11.00,4.91E-3,0.15E-3,0.06E-3,0.19E-3
2507,11.00,16.60,2.19E-3,0.06E-3,0.02E-3,0.08E-3
2507,16.60,22.80,8.95E-4,0.34E-4,0.16E-4,0.33E-4
2507,22.80,41.90,2.48E-4,0.08E-4,0.06E-4,0.10E-4
2508,1.00,1.92,8.29E-3,1.35E-3,0.42E-3,0.79E-3
2508,1.92,2.97,1.51E-2,0.13E-2,0.07E-2,0.12E-2
2508,2.97,4.02,1.59E-2,0.13E-2,0.03E-2,0.08E-2
2508,4.02,4.88,1.47E-2,0.07E-2,0.01E-2,0.07E-2
2508,4.88,5.90,1.29E-2,0.05E-2,0.01E-2,0.06E-2
2508,5.90,7.09,1.03E-2,0.04E-2,0.01E-2,0.04E-2
2508,7.09,8.48,6.91E-3,0.25E-3,0.09E-3,0.29E-3
2508,8.48,11.00,4.70E-3,0.15E-3,0.05E-3,0.18E-3
2508,11.00,16.60,2.15E-3,0.06E-3,0.01E-3,0.08E-3
2508,16.60,22.80,8.32E-4,0.31E-4,0.12E-4,0.29E-4
2508,22.80,41.90,2.43E-4,0.08E-4,0.04E-4,0.08E-4
2509,1.00,1.92,1.03E-2,0.17E-2,0.05E-2,0.10E-2
2509,1.92,2.97,1.77E-2,0.15E-2,0.08E-2,0.14E-2
2509,2.97,4.02,1.72E-2,0.13E-2,0.03E-2,0.09E-2
2509,4.02,4.88,1.46E-2,0.07E-2,0.01E-2,0.07E-2
2509,4.88,5.90,1.23E-2,0.05E-2,0.01E-2,0.05E-2
2509,5.90,7.09,9.43E-3,0.37E-3,0.18E-3,0.43E-3
2509,7.09,8.48,7.86E-3,0.27E-3,0.10E-3,0.33E-3
2509,8.48,11.00,4.62E-3,0.15E-3,0.06E-3,0.19E-3
2509,11.00,16.60,2.10E-3,0.06E-3,0.02E-3,0.08E-3
2509,16.60,22.80,8.67E-4,0.32E-4,0.10E-4,0.30E-4
2509,22.80,41.90,2.59E-4,0.08E-4,0.05E-4,0.09E-4
2510,1.00,1.92,1.04E-2,0.15E-2,0.05E-2,0.10E-2
2510,1.92,2.97,1.51E-2,0.13E-2,0.07E-2,0.12E-2
2510,2.97,4.02,1.66E-2,0.13E-2,0.03E-2,0.09E-2
2510,4.02,4.88,1.43E-2,0.06E-2,0.02E-2,0.07E-2
2510,4.88,5.90,1.20E-2,0.05E-2,0.01E-2,0.05E-2
2510,5.90,7.09,9.75E-3,0.37E-3,0.18E-3,0.44E-3
2510,7.09,8.48,7.24E-3,0.26E-3,0.08E-3,0.30E-3
2510,8.48,11.00,4.08E-3,0.13E-3,0.03E-3,0.16E-3
2510,11.00,16.60,2.05E-3,0.06E-3,0.02E-3,0.07E-3
2510,16.60,22.80,9.33E-4,0.34E-4,0.14E-4,0.33E-4
2510,22.80,41.90,2.45E-4,0.08E-4,0.05E-4,0.09E-4
2511,1.00,1.92,7.82E-3,1.69E-3,0.39E-3,0.74E-3
2511,1.92,2.97,1.35E-2,0.16E-2,0.06E-2,0.11E-2
