bartels_rotation_number,rigidity_min GV,rigidity_max GV,antiproton_flux m^-2sr^-1s^-1GV^-1,antiproton_flux_error_statistical m^-2sr^-1s^-1GV^-1, antiproton_flux_error_systematic_timedependent m^-2sr^-1s^-1GV^-1,antiproton_flux_error_systematic_total m^-2sr^-1s^-1GV^-1
2545,1.92,2.97,1.84E-2,0.17E-2,0.08E-2,0.15E-2
2545,2.97,4.02,2.14E-2,0.16E-2,0.03E-2,0.11E-2
2545,4.02,4.88,1.62E-2,0.08E-2,0.02E-2,0.07E-2
2545,4.88,5.90,1.48E-2,0.06E-2,0.01E-2,0.07E-2
2545,5.90,7.09,1.11E-2,0.04E-2,0.02E-2,0.05E-2
2545,7.09,8.48,6.96E-3,0.28E-3,0.13E-3,0.30E-3
2545,8.48,11.00,4.85E-3,0.16E-3,0.05E-3,0.19E-3
2545,11.00,16.60,2.25E-3,0.07E-3,0.02E-3,0.08E-3
2545,16.60,22.80,9.00E-4,0.35E-4,0.17E-4,0.34E-4
2545,22.80,41.90,2.59E-4,0.09E-4,0.05E-4,0.09E-4
2546,1.00,1.92,9.76E-3,1.91E-3,0.50E-3,0.93E-3
2546,1.92,2.97,1.69E-2,0.17E-2,0.07E-2,0.13E-2
2546,2.97,4.02,1.74E-2,0.17E-2,0.05E-2,0.10E-2
2546,4.02,4.88,1.58E-2,0.07E-2,0.01E-2,0.07E-2
2546,4.88,5.90,1.39E-2,0.06E-2,0.01E-2,0.06E-2
2546,5.90,7.09,1.09E-2,0.04E-2,0.04E-2,0.06E-2
2546,7.09,8.48,7.64E-3,0.29E-3,0.11E-3,0.32E-3
2546,8.48,11.00,4.83E-3,0.16E-3,0.08E-3,0.20E-3
2546,11.00,16.60,2.18E-3,0.07E-3,0.02E-3,0.08E-3
2546,16.60,22.80,9.61E-4,0.36E-4,0.15E-4,0.34E-4
2546,22.80,41.90,2.50E-4,0.08E-4,0.04E-4,0.08E-4
2547,1.00,1.92,1.47E-2,0.25E-2,0.08E-2,0.14E-2
2547,1.92,2.97,1.77E-2,0.18E-2,0.08E-2,0.14E-2
2547,2.97,4.02,1.57E-2,0.16E-2,0.05E-2,0.09E-2
2547,4.02,4.88,1.65E-2,0.08E-2,0.02E-2,0.08E-2
2547,4.88,5.90,1.39E-2,0.06E-2,0.01E-2,0.06E-2
2547,5.90,7.09,1.10E-2,0.04E-2,0.02E-2,0.05E-2
2547,7.09,8.48,7.70E-3,0.29E-3,0.07E-3,0.31E-3
2547,8.48,11.00,4.83E-3,0.16E-3,0.05E-3,0.19E-3
2547,11.00,16.60,2.15E-3,0.07E-3,0.03E-3,0.08E-3
2547,16.60,22.80,9.37E-4,0.36E-4,0.16E-4,0.34E-4
2547,22.80,41.90,2.46E-4,0.08E-4,0.05E-4,0.09E-4
2548,1.00,1.92,9.50E-3,2.45E-3,0.59E-3,0.96E-3
2548,1.92,2.97,1.72E-2,0.21E-2,0.08E-2,0.14E-2
2548,2.97,4.02,2.01E-2,0.22E-2,0.05E-2,0.11E-2
2548,4.02,4.88,1.65E-2,0.10E-2,0.02E-2,0.08E-2
2548,4.88,5.90,1.40E-2,0.07E-2,0.01E-2,0.06E-2
2548,5.90,7.09,1.11E-2,0.05E-2,0.02E-2,0.05E-2
2548,7.09,8.48,7.58E-3,0.37E-3,0.12E-3,0.32E-3
2548,8.48,11.00,5.17E-3,0.21E-3,0.07E-3,0.21E-3
2548,11.00,16.60,2.12E-3,0.08E-3,0.02E-3,0.08E-3
2548,16.60,22.80,8.89E-4,0.44E-4,0.22E-4,0.36E-4
2548,22.80,41.90,2.72E-4,0.12E-4,0.05E-4,0.09E-4
2552,1.00,1.92,1.06E-2,0.25E-2,0.06E-2,0.10E-2
2552,1.92,2.97,1.70E-2,0.21E-2,0.08E-2,0.14E-2
2552,2.97,4.02,1.83E-2,0.21E-2,0.05E-2,0.10E-2
2552,4.02,4.88,1.57E-2,0.10E-2,0.02E-2,0.07E-2
2552,4.88,5.90,1.38E-2,0.08E-2,0.02E-2,0.06E-2
2552,5.90,7.09,1.17E-2,0.06E-2,0.03E-2,0.05E-2
2552,7.09,8.48,8.16E-3,0.41E-3,0.17E-3,0.36E-3
2552,8.48,11.00,4.70E-3,0.21E-3,0.07E-3,0.19E-3
2552,11.00,16.60,2.33E-3,0.10E-3,0.04E-3,0.09E-3
2552,16.60,22.80,8.97E-4,0.49E-4,0.18E-4,0.34E-4
2552,22.80,41.90,2.57E-4,0.12E-4,0.04E-4,0.09E-4
2553,1.00,1.92,1.23E-2,0.22E-2,0.06E-2,0.12E-2
2553,1.92,2.97,1.58E-2,0.18E-2,0.07E-2,0.13E-2
2553,2.97,4.02,1.51E-2,0.19E-2,0.07E-2,0.10E-2
2553,4.02,4.88,1.61E-2,0.08E-2,0.02E-2,0.08E-2
2553,4.88,5.90,1.42E-2,0.07E-2,0.01E-2,0.06E-2
2553,5.90,7.09,1.02E-2,0.05E-2,0.03E-2,0.05E-2
2553,7.09,8.48,8.27E-3,0.34E-3,0.20E-3,0.38E-3
2553,8.48,11.00,4.82E-3,0.18E-3,0.06E-3,0.19E-3
2553,11.00,16.60,2.28E-3,0.08E-3,0.03E-3,0.08E-3
2553,16.60,22.80,8.96E-4,0.40E-4,0.21E-4,0.36E-4
2553,22.80,41.90,2.58E-4,0.10E-4,0.04E-4,0.09E-4
2554,1.00,1.92,1.18E-2,0.20E-2,0.06E-2,0.11E-2
2554,1.92,2.97,1.97E-2,0.18E-2,0.09E-2,0.16E-2
2554,2.97,4.02,1.93E-2,0.18E-2,0.05E-2,0.11E-2
2554,4.02,4.88,1.56E-2,0.08E-2,0.02E-2,0.07E-2
2554,4.88,5.90,1.48E-2,0.07E-2,0.01E-2,0.07E-2
2554,5.90,7.09,1.10E-2,0.05E-2,0.02E-2,0.05E-2
2554,7.09,8.48,7.89E-3,0.32E-3,0.12E-3,0.34E-3
2554,8.48,11.00,4.90E-3,0.17E-3,0.05E-3,0.19E-3
2554,11.00,16.60,2.22E-3,0.07E-3,0.03E-3,0.08E-3
2554,16.60,22.80,9.62E-4,0.39E-4,0.14E-4,0.34E-4
2554,22.80,41.90,2.52E-4,0.09E-4,0.05E-4,0.09E-4
2555,1.00,1.92,1.10E-2,0.18E-2,0.06E-2,0.10E-2
2555,1.92,2.97,1.43E-2,0.16E-2,0.07E-2,0.12E-2
2555,2.97,4.02,1.48E-2,0.16E-2,0.05E-2,0.08E-2
2555,4.02,4.88,1.48E-2,0.08E-2,0.02E-2,0.07E-2
2555,4.88,5.90,1.36E-2,0.06E-2,0.01E-2,0.06E-2
2555,5.90,7.09,1.01E-2,0.04E-2,0.02E-2,0.05E-2
2555,7.09,8.48,7.89E-3,0.31E-3,0.14E-3,0.34E-3
2555,8.48,11.00,4.77E-3,0.17E-3,0.07E-3,0.19E-3
2555,11.00,16.60,2.19E-3,0.07E-3,0.02E-3,0.08E-3
2555,16.60,22.80,8.12E-4,0.35E-4,0.16E-4,0.31E-4
2555,22.80,41.90,2.40E-4,0.09E-4,0.04E-4,0.08E-4
2556,1.00,1.92,1.12E-2,0.18E-2,0.06E-2,0.11E-2
2556,1.92,2.97,1.62E-2,0.15E-2,0.07E-2,0.13E-2
2556,2.97,4.02,1.65E-2,0.15E-2,0.04E-2,0.09E-2
2556,4.02,4.88,1.61E-2,0.07E-2,0.02E-2,0.07E-2
2556,4.88,5.90,1.31E-2,0.06E-2,0.01E-2,0.06E-2
2556,5.90,7.09,1.08E-2,0.04E-2,0.02E-2,0.05E-2
2556,7.09,8.48,7.35E-3,0.28E-3,0.10E-3,0.31E-3
2556,8.48,11.00,4.58E-3,0.15E-3,0.06E-3,0.18E-3
2556,11.00,16.60,2.08E-3,0.06E-3,0.02E-3,0.08E-3
2556,16.60,22.80,8.68E-4,0.33E-4,0.15E-4,0.32E-4
2556,22.80,41.90,2.54E-4,0.09E-4,0.04E-4,0.09E-4
2557,1.00,1.92,9.43E-3,1.59E-3,0.46E-3,0.89E-3
2557,1.92,2.97,1.53E-2,0.15E-2,0.07E-2,0.12E-2
2557,2.97,4.02,1.72E-2,0.16E-2,0.04E-2,0.09E-2
2557,4.02,4.88,1.55E-2,0.07E-2,0.02E-2,0.07E-2
2557,4.88,5.90,1.30E-2,0.06E-2,0.01E-2,0.06E-2
2557,5.90,7.09,9.95E-3,0.40E-3,0.22E-3,0.47E-3
2557,7.09,8.48,7.40E-3,0.28E-3,0.12E-3,0.32E-3
2557,8.48,11.00,4.35E-3,0.15E-3,0.05E-3,0.17E-3
2557,11.00,16.60,2.15E-3,0.06E-3,0.02E-3,0.08E-3
2557,16.60,22.80,8.64E-4,0.34E-4,0.12E-4,0.30E-4
2557,22.80,41.90,2.55E-4,0.09E-4,0.03E-4,0.08E-4
2558,1.00,1.92,1.11E-2,0.22E-2,0.05E-2,0.10E-2
2558,1.92,2.97,1.62E-2,0.18E-2,0.07E-2,0.13E-2
2558,2.97,4.02,1.53E-2,0.18E-2,0.04E-2,0.09E-2
2558,4.02,4.88,1.56E-2,0.08E-2,0.02E-2,0.07E-2
2558,4.88,5.90,1.27E-2,0.06E-2,0.01E-2,0.06E-2
2558,5.90,7.09,1.11E-2,0.05E-2,0.03E-2,0.05E-2
2558,7.09,8.48,7.57E-3,0.32E-3,0.20E-3,0.36E-3
2558,8.48,11.00,4.25E-3,0.17E-3,0.07E-3,0.18E-3
2558,11.00,16.60,2.18E-3,0.07E-3,0.03E-3,0.08E-3
2558,16.60,22.80,9.15E-4,0.39E-4,0.14E-4,0.33E-4
2558,22.80,41.90,2.54E-4,0.10E-4,0.04E-4,0.09E-4
2559,1.00,1.92,1.22E-2,0.23E-2,0.06E-2,0.12E-2
2559,1.92,2.97,1.47E-2,0.17E-2,0.07E-2,0.12E-2
2559,2.97,4.02,1.65E-2,0.17E-2,0.04E-2,0.09E-2
2559,4.02,4.88,1.44E-2,0.08E-2,0.02E-2,0.07E-2
2559,4.88,5.90,1.36E-2,0.06E-2,0.01E-2,0.06E-2
2559,5.90,7.09,1.08E-2,0.05E-2,0.02E-2,0.05E-2
2559,7.09,8.48,7.32E-3,0.31E-3,0.10E-3,0.31E-3
2559,8.48,11.00,4.69E-3,0.18E-3,0.07E-3,0.19E-3
2559,11.00,16.60,2.21E-3,0.08E-3,0.03E-3,0.08E-3
2559,16.60,22.80,8.13E-4,0.37E-4,0.11E-4,0.28E-4
2559,22.80,41.90,2.76E-4,0.10E-4,0.02E-4,0.08E-4
2560,1.00,1.92,1.17E-2,0.21E-2,0.06E-2,0.11E-2
2560,1.92,2.97,1.83E-2,0.19E-2,0.08E-2,0.15E-2
2560,2.97,4.02,1.74E-2,0.18E-2,0.05E-2,0.10E-2
2560,4.02,4.88,1.52E-2,0.08E-2,0.02E-2,0.07E-2
2560,4.88,5.90,1.45E-2,0.07E-2,0.01E-2,0.06E-2
2560,5.90,7.09,1.08E-2,0.05E-2,0.02E-2,0.05E-2
2560,7.09,8.48,8.76E-3,0.35E-3,0.12E-3,0.37E-3
2560,8.48,11.00,4.72E-3,0.17E-3,0.07E-3,0.19E-3
2560,11.00,16.60,2.26E-3,0.08E-3,0.04E-3,0.09E-3
2560,16.60,22.80,9.78E-4,0.41E-4,0.18E-4,0.36E-4
2560,22.80,41.90,2.54E-4,0.10E-4,0.04E-4,0.08E-4
2561,1.00,1.92,6.17E-3,1.76E-3,0.35E-3,0.61E-3
2561,1.92,2.97,1.86E-2,0.21E-2,0.08E-2,0.15E-2
2561,2.97,4.02,1.66E-2,0.19E-2,0.05E-2,0.09E-2
2561,4.02,4.88,1.50E-2,0.09E-2,0.03E-2,0.07E-2
2561,4.88,5.90,1.24E-2,0.07E-2,0.01E-2,0.05E-2
2561,5.90,7.09,1.07E-2,0.05E-2,0.03E-2,0.05E-2
2561,7.09,8.48,7.02E-3,0.34E-3,0.15E-3,0.32E-3
2561,8.48,11.00,4.56E-3,0.19E-3,0.05E-3,0.18E-3
2561,11.00,16.60,2.15E-3,0.08E-3,0.03E-3,0.08E-3
2561,16.60,22.80,9.73E-4,0.44E-4,0.16E-4,0.35E-4
2561,22.80,41.90,2.59E-4,0.11E-4,0.05E-4,0.09E-4
2562,1.00,1.92,1.10E-2,0.22E-2,0.05E-2,0.10E-2
2562,1.92,2.97,1.81E-2,0.20E-2,0.08E-2,0.14E-2
2562,2.97,4.02,1.68E-2,0.19E-2,0.05E-2,0.10E-2
2562,4.02,4.88,1.51E-2,0.09E-2,0.02E-2,0.07E-2
2562,4.88,5.90,1.48E-2,0.08E-2,0.02E-2,0.07E-2
2562,5.90,7.09,1.01E-2,0.05E-2,0.02E-2,0.05E-2
2562,7.09,8.48,8.17E-3,0.39E-3,0.20E-3,0.38E-3
2562,8.48,11.00,4.94E-3,0.21E-3,0.08E-3,0.20E-3
2562,11.00,16.60,2.26E-3,0.09E-3,0.04E-3,0.09E-3
2562,16.60,22.80,8.61E-4,0.43E-4,0.18E-4,0.33E-4
2562,22.80,41.90,2.55E-4,0.11E-4,0.05E-4,0.09E-4
2563,1.00,1.92,1.24E-2,0.29E-2,0.06E-2,0.12E-2
2563,1.92,2.97,1.47E-2,0.21E-2,0.07E-2,0.12E-2
2563,2.97,4.02,1.74E-2,0.19E-2,0.03E-2,0.09E-2
2563,4.02,4.88,1.67E-2,0.10E-2,0.02E-2,0.08E-2
2563,4.88,5.90,1.27E-2,0.08E-2,0.02E-2,0.06E-2
2563,5.90,7.09,1.04E-2,0.06E-2,0.02E-2,0.05E-2
2563,7.09,8.48,8.26E-3,0.42E-3,0.16E-3,0.36E-3
2563,8.48,11.00,4.92E-3,0.23E-3,0.08E-3,0.20E-3
2563,11.00,16.60,2.07E-3,0.09E-3,0.04E-3,0.08E-3
2563,16.60,22.80,9.04E-4,0.49E-4,0.15E-4,0.33E-4
2563,22.80,41.90,2.58E-4,0.12E-4,0.06E-4,0.10E-4
2564,1.00,1.92,8.76E-3,1.76E-3,0.43E-3,0.82E-3
2564,1.92,2.97,1.70E-2,0.17E-2,0.08E-2,0.14E-2
2564,2.97,4.02,1.66E-2,0.17E-2,0.04E-2,0.09E-2
2564,4.02,4.88,1.39E-2,0.08E-2,0.02E-2,0.07E-2
2564,4.88,5.90,1.29E-2,0.06E-2,0.01E-2,0.06E-2
2564,5.90,7.09,9.05E-3,0.45E-3,0.24E-3,0.44E-3
2564,7.09,8.48,6.81E-3,0.32E-3,0.10E-3,0.29E-3
2564,8.48,11.00,4.70E-3,0.18E-3,0.04E-3,0.18E-3
2564,11.00,16.60,2.17E-3,0.08E-3,0.03E-3,0.08E-3
2564,16.60,22.80,8.16E-4,0.39E-4,0.20E-4,0.33E-4
2564,22.80,41.90,2.57E-4,0.10E-4,0.05E-4,0.09E-4
2565,1.00,1.92,9.00E-3,2.03E-3,0.48E-3,0.86E-3
2565,1.92,2.97,1.58E-2,0.18E-2,0.07E-2,0.13E-2
2565,2.97,4.02,1.71E-2,0.18E-2,0.04E-2,0.09E-2
2565,4.02,4.88,1.58E-2,0.08E-2,0.02E-2,0.07E-2
2565,4.88,5.90,1.36E-2,0.07E-2,0.01E-2,0.06E-2
2565,5.90,7.09,1.05E-2,0.05E-2,0.02E-2,0.05E-2
2565,7.09,8.48,7.26E-3,0.33E-3,0.09E-3,0.30E-3
2565,8.48,11.00,4.81E-3,0.18E-3,0.07E-3,0.20E-3
2565,11.00,16.60,2.14E-3,0.08E-3,0.03E-3,0.08E-3
2565,16.60,22.80,8.22E-4,0.38E-4,0.11E-4,0.29E-4
2565,22.80,41.90,2.52E-4,0.10E-4,0.03E-4,0.08E-4
2566,1.00,1.92,1.19E-2,0.25E-2,0.06E-2,0.12E-2
2566,1.92,2.97,1.55E-2,0.19E-2,0.07E-2,0.12E-2
2566,2.97,4.02,1.85E-2,0.20E-2,0.04E-2,0.10E-2
2566,4.02,4.88,1.39E-2,0.09E-2,0.02E-2,0.06E-2
2566,4.88,5.90,1.21E-2,0.07E-2,0.02E-2,0.05E-2
2566,5.90,7.09,1.18E-2,0.06E-2,0.03E-2,0.06E-2
2566,7.09,8.48,7.28E-3,0.37E-3,0.18E-3,0.34E-3
2566,8.48,11.00,4.87E-3,0.21E-3,0.07E-3,0.20E-3
2566,11.00,16.60,2.16E-3,0.09E-3,0.03E-3,0.08E-3
2566,16.60,22.80,8.59E-4,0.45E-4,0.13E-4,0.31E-4
2566,22.80,41.90,2.58E-4,0.11E-4,0.03E-4,0.08E-4
2567,1.00,1.92,1.09E-2,0.27E-2,0.06E-2,0.10E-2
2567,1.92,2.97,2.09E-2,0.24E-2,0.09E-2,0.16E-2
2567,2.97,4.02,1.49E-2,0.23E-2,0.06E-2,0.10E-2
2567,4.02,4.88,1.33E-2,0.10E-2,0.02E-2,0.06E-2
2567,4.88,5.90,1.32E-2,0.08E-2,0.01E-2,0.06E-2
2567,5.90,7.09,1.04E-2,0.06E-2,0.03E-2,0.05E-2
2567,7.09,8.48,6.62E-3,0.40E-3,0.24E-3,0.35E-3
2567,8.48,11.00,4.66E-3,0.23E-3,0.07E-3,0.19E-3
2567,11.00,16.60,2.06E-3,0.09E-3,0.05E-3,0.09E-3
2567,16.60,22.80,8.99E-4,0.52E-4,0.13E-4,0.32E-4
2567,22.80,41.90,2.63E-4,0.13E-4,0.06E-4,0.10E-4
2568,1.00,1.92,1.48E-2,0.30E-2,0.08E-2,0.14E-2
2568,1.92,2.97,1.78E-2,0.20E-2,0.08E-2,0.14E-2
2568,2.97,4.02,1.86E-2,0.20E-2,0.04E-2,0.10E-2
2568,4.02,4.88,1.54E-2,0.09E-2,0.02E-2,0.07E-2
2568,4.88,5.90,1.23E-2,0.07E-2,0.02E-2,0.06E-2
2568,5.90,7.09,1.02E-2,0.05E-2,0.03E-2,0.05E-2
2568,7.09,8.48,7.82E-3,0.35E-3,0.12E-3,0.33E-3
2568,8.48,11.00,4.49E-3,0.18E-3,0.05E-3,0.18E-3
2568,11.00,16.60,2.13E-3,0.08E-3,0.04E-3,0.08E-3
2568,16.60,22.80,8.53E-4,0.41E-4,0.18E-4,0.33E-4
2568,22.80,41.90,2.98E-4,0.12E-4,0.03E-4,0.09E-4
2569,1.00,1.92,1.29E-2,0.25E-2,0.07E-2,0.12E-2
2569,1.92,2.97,1.75E-2,0.19E-2,0.08E-2,0.14E-2
2569,2.97,4.02,1.85E-2,0.18E-2,0.04E-2,0.10E-2
2569,4.02,4.88,1.41E-2,0.08E-2,0.02E-2,0.07E-2
2569,4.88,5.90,1.39E-2,0.06E-2,0.01E-2,0.06E-2
2569,5.90,7.09,9.64E-3,0.44E-3,0.20E-3,0.44E-3
2569,7.09,8.48,7.26E-3,0.31E-3,0.10E-3,0.30E-3
2569,8.48,11.00,4.80E-3,0.18E-3,0.11E-3,0.21E-3
2569,11.00,16.60,2.36E-3,0.08E-3,0.02E-3,0.09E-3
2569,16.60,22.80,9.09E-4,0.40E-4,0.28E-4,0.41E-4
2569,22.80,41.90,2.32E-4,0.09E-4,0.04E-4,0.08E-4
2570,1.00,1.92,1.16E-2,0.23E-2,0.06E-2,0.11E-2
2570,1.92,2.97,2.13E-2,0.19E-2,0.09E-2,0.17E-2
2570,2.97,4.02,1.64E-2,0.16E-2,0.04E-2,0.09E-2
2570,4.02,4.88,1.75E-2,0.08E-2,0.02E-2,0.08E-2
2570,4.88,5.90,1.36E-2,0.06E-2,0.01E-2,0.06E-2
2570,5.90,7.09,1.05E-2,0.04E-2,0.02E-2,0.05E-2
2570,7.09,8.48,7.07E-3,0.28E-3,0.09E-3,0.30E-3
2570,8.48,11.00,4.39E-3,0.15E-3,0.04E-3,0.17E-3
2570,11.00,16.60,2.07E-3,0.06E-3,0.02E-3,0.08E-3
2570,16.60,22.80,8.33E-4,0.35E-4,0.15E-4,0.31E-4
2570,22.80,41.90,2.64E-4,0.09E-4,0.03E-4,0.08E-4
2571,1.00,1.92,8.88E-3,2.32E-3,0.49E-3,0.86E-3
2571,1.92,2.97,1.82E-2,0.20E-2,0.08E-2,0.14E-2
2571,2.97,4.02,1.61E-2,0.18E-2,0.04E-2,0.09E-2
2571,4.02,4.88,1.45E-2,0.08E-2,0.02E-2,0.07E-2
2571,4.88,5.90,1.33E-2,0.06E-2,0.01E-2,0.06E-2
2571,5.90,7.09,1.03E-2,0.04E-2,0.02E-2,0.05E-2
2571,7.09,8.48,7.60E-3,0.32E-3,0.15E-3,0.34E-3
2571,8.48,11.00,4.57E-3,0.17E-3,0.06E-3,0.18E-3
2571,11.00,16.60,2.29E-3,0.07E-3,0.03E-3,0.09E-3
2571,16.60,22.80,9.79E-4,0.42E-4,0.29E-4,0.43E-4
2571,22.80,41.90,2.55E-4,0.10E-4,0.05E-4,0.09E-4
2572,1.00,1.92,8.36E-3,2.02E-3,0.40E-3,0.78E-3
2572,1.92,2.97,1.75E-2,0.20E-2,0.08E-2,0.14E-2
2572,2.97,4.02,1.47E-2,0.18E-2,0.04E-2,0.08E-2
2572,4.02,4.88,1.49E-2,0.08E-2,0.02E-2,0.07E-2
2572,4.88,5.90,1.09E-2,0.06E-2,0.01E-2,0.05E-2
2572,5.90,7.09,9.63E-3,0.45E-3,0.21E-3,0.45E-3
2572,7.09,8.48,7.68E-3,0.34E-3,0.11E-3,0.32E-3
2572,8.48,11.00,4.59E-3,0.18E-3,0.08E-3,0.19E-3
2572,11.00,16.60,2.15E-3,0.08E-3,0.03E-3,0.08E-3
2572,16.60,22.80,9.28E-4,0.42E-4,0.10E-4,0.32E-4
2572,22.80,41.90,2.62E-4,0.11E-4,0.04E-4,0.09E-4
2573,1.00,1.92,9.98E-3,2.05E-3,0.50E-3,0.94E-3
2573,1.92,2.97,1.35E-2,0.16E-2,0.06E-2,0.11E-2
2573,2.97,4.02,1.51E-2,0.16E-2,0.04E-2,0.08E-2
2573,4.02,4.88,1.44E-2,0.07E-2,0.02E-2,0.07E-2
2573,4.88,5.90,1.22E-2,0.06E-2,0.01E-2,0.05E-2
2573,5.90,7.09,9.35E-3,0.40E-3,0.19E-3,0.43E-3
2573,7.09,8.48,6.95E-3,0.29E-3,0.11E-3,0.29E-3
2573,8.48,11.00,4.49E-3,0.16E-3,0.07E-3,0.18E-3
2573,11.00,16.60,2.22E-3,0.07E-3,0.03E-3,0.08E-3
2573,16.60,22.80,8.48E-4,0.35E-4,0.12E-4,0.30E-4
2573,22.80,41.90,2.41E-4,0.09E-4,0.04E-4,0.08E-4
2574,1.00,1.92,1.02E-2,0.19E-2,0.05E-2,0.10E-2
2574,1.92,2.97,1.51E-2,0.15E-2,0.07E-2,0.12E-2
2574,2.97,4.02,1.48E-2,0.15E-2,0.03E-2,0.08E-2
2574,4.02,4.88,1.36E-2,0.07E-2,0.02E-2,0.06E-2
2574,4.88,5.90,1.25E-2,0.05E-2,0.01E-2,0.06E-2
2574,5.90,7.09,9.66E-3,0.38E-3,0.16E-3,0.43E-3
2574,7.09,8.48,6.78E-3,0.26E-3,0.08E-3,0.28E-3
2574,8.48,11.00,4.36E-3,0.15E-3,0.05E-3,0.17E-3
2574,11.00,16.60,2.23E-3,0.07E-3,0.02E-3,0.08E-3
2574,16.60,22.80,8.81E-4,0.34E-4,0.09E-4,0.30E-4
2574,22.80,41.90,2.66E-4,0.09E-4,0.04E-4,0.09E-4
2575,1.00,1.92,1.35E-2,0.22E-2,0.07E-2,0.13E-2
2575,1.92,2.97,1.71E-2,0.16E-2,0.08E-2,0.14E-2
2575,2.97,4.02,1.47E-2,0.14E-2,0.04E-2,0.08E-2
2575,4.02,4.88,1.42E-2,0.07E-2,0.02E-2,0.07E-2
2575,4.88,5.90,1.30E-2,0.06E-2,0.01E-2,0.06E-2
2575,5.90,7.09,9.03E-3,0.38E-3,0.18E-3,0.42E-3
2575,7.09,8.48,7.13E-3,0.28E-3,0.10E-3,0.30E-3
2575,8.48,11.00,4.50E-3,0.16E-3,0.05E-3,0.18E-3
2575,11.00,16.60,2.15E-3,0.07E-3,0.02E-3,0.08E-3
2575,16.60,22.80,8.70E-4,0.36E-4,0.18E-4,0.33E-4
2575,22.80,41.90,2.67E-4,0.10E-4,0.05E-4,0.09E-4
